yr,mo,tag,species,sex,hfl,wgt,precip
1984,3,3900,DS,F,50,136.77,0
1984,4,5456,DM,F,37.47,51.69,3.56
1984,4,5271,DM,F,36.89,58.47,3.56
1984,4,6502,RM,F,16.35,14.72,3.56
1984,4,5808,PM,M,21.07,21.37,3.56
1984,4,5044,DS,M,50.6,130.01,3.56
1984,4,5840,DS,M,51.43,128.7,3.56
1984,4,5805,OT,F,21.44,33.99,3.56
1984,4,5835,PM,F,20.02,24.27,3.56
1984,4,5163,DS,F,49.48,109.3,3.56
1984,4,5828,DO,F,35.63,63.58,3.56
1984,4,5279,OL,M,21.98,42.19,3.56
1984,4,5108,DM,M,36.47,43.48,3.56
1984,4,5830,DO,F,35.27,52.84,3.56
1984,4,8101,PP,F,21.42,13.15,3.56
1984,4,6014,PP,F,22.1,15.82,3.56
1984,4,5815,OT,M,21.4,22.74,3.56
1984,4,5826,DS,F,48.8,121.36,3.56
1984,4,0,DS,,,,3.56
1984,4,7602,PF,M,16.12,7.87,3.56
1984,4,5824,DO,F,36.53,46.49,3.56
1984,4,3846,DO,M,36.57,48.64,3.56
1984,4,4910,DM,M,36.82,44.88,3.56
1984,4,971,DS,F,51.8,130.37,3.56
1984,4,5077,DM,F,37.38,49.24,3.56
1984,4,5836,DM,M,36.36,45.49,3.56
1984,4,6510,RM,M,16.63,9.6,3.56
1984,4,5144,DS,F,48.38,114.56,3.56
1984,4,5481,DS,M,50.67,134.37,3.56
1984,4,5811,DS,M,52.37,138.25,3.56
1984,4,6504,RM,M,16.22,11.79,3.56
1984,4,5804,DM,M,35.88,,3.56
1984,4,5006,DM,F,36.45,44.3,3.56
1984,4,5814,DM,F,36.91,42.43,3.56
1984,4,31,PF,F,16.9,8.82,3.56
1984,4,5460,DS,M,52.17,135.06,3.56
1984,4,5841,DM,M,37.41,40.11,3.56
1984,4,5475,DM,F,36.42,42.57,3.56
1984,4,6021,PP,F,23.81,14.31,3.56
1984,4,5290,DS,M,51.49,127.73,3.56
1984,4,3919,DO,M,35.1,56.26,3.56
1984,4,5819,DM,M,37.83,47.4,3.56
1984,4,5469,DM,F,36.23,42.78,3.56
1984,4,5394,OT,F,22.89,31.53,3.56
1984,4,5803,DS,F,50.88,115.93,3.56
1984,4,5816,PM,M,21.39,17.73,3.56
1984,4,5179,DM,M,35.37,41.57,3.56
1984,4,5843,DM,M,36.2,42.9,3.56
1984,4,3528,DM,M,37.84,51.2,3.56
1984,4,5470,DM,M,37.38,43.68,3.56
1984,4,5810,PE,M,20.23,16.63,3.56
1984,4,5285,DM,F,36.96,49.5,3.56
1984,4,5817,OL,F,21.58,36.72,3.56
1984,4,5172,OL,F,20.82,39.18,3.56
1984,4,5012,PP,M,24.9,17.97,3.56
1984,4,5341,DS,M,52.44,128.13,3.56
1984,4,3900,DS,F,50.24,125.35,3.56
1984,4,5848,DM,F,36.85,41.38,3.56
1984,4,3115,DS,M,,127.85,3.56
1984,4,0,SS,,,,3.56
1984,4,3230,DM,M,37.34,47.3,3.56
1984,5,5475,DM,F,36.89,46.94,2.54
1984,5,3910,DM,M,36.23,49.33,2.54
1984,5,5493,DM,F,34.97,38.74,2.54
1984,5,5617,DO,F,37.56,67.49,2.54
1984,5,5683,OL,M,18.09,20.2,2.54
1984,5,5605,DM,F,36.24,18.49,2.54
1984,5,3601,DM,F,34.83,49.19,2.54
1984,5,5816,PM,M,21.6,17.99,2.54
1984,5,5819,DM,M,37.34,44.99,2.54
1984,5,5285,DM,F,36.26,47.14,2.54
1984,5,5619,DO,M,36.71,46.15,2.54
1984,5,3067,DM,M,37.26,49.87,2.54
1984,5,5628,OT,F,21.12,33.79,2.54
1984,5,5614,DO,F,35.09,36.68,2.54
1984,5,2776,DM,M,36.94,42.92,2.54
1984,5,5327,OL,F,21.17,38.8,2.54
1984,5,3851,DM,F,37.85,43.58,2.54
1984,5,0,DM,,,,2.54
1984,5,2687,PE,M,19.24,18.23,2.54
1984,5,5397,OT,F,21.57,29.6,2.54
1984,5,5646,DO,M,34.55,43.79,2.54
1984,5,5615,OT,M,21.01,15.86,2.54
1984,5,5689,DM,M,37.26,44.37,2.54
1984,5,5325,DM,F,36.12,43.62,2.54
1984,5,5829,DO,F,35.53,53.06,2.54
1984,5,5174,DM,F,36.92,44.74,2.54
1984,5,3829,DO,M,37.59,56.26,2.54
1984,5,5841,DM,M,36.53,41.56,2.54
1984,5,5647,DM,M,36.17,48.85,2.54
1984,5,5685,DM,F,35.52,47.23,2.54
1984,5,5375,OT,M,20.15,19.81,2.54
1984,5,5108,DM,M,36.49,43.57,2.54
1984,5,5610,DM,M,37.9,44.38,2.54
1984,5,5848,DM,F,36.85,48.35,2.54
1984,5,7604,RM,F,18.44,16.8,2.54
1984,5,5658,DO,F,35.08,49.23,2.54
1984,5,5373,DM,M,36.32,49.48,2.54
1984,5,5622,DM,F,36.33,43.52,2.54
1984,5,3572,DM,F,36.02,44.88,2.54
1984,5,5847,DM,M,37.07,47.17,2.54
1984,5,5609,DM,M,36.44,27.32,2.54
1984,5,3886,DS,F,53.17,122.1,2.54
1984,5,5652,OL,F,20.37,42.14,2.54
1984,5,2912,DM,F,35.11,63.19,2.54
1984,5,41,RM,F,17.69,9.73,2.54
1984,5,5846,DM,F,36.12,47.59,2.54
1984,5,5618,DO,F,35.55,25.58,2.54
1984,5,5288,DO,F,35.56,60.69,2.54
1984,5,3542,DS,F,51.32,123.03,2.54
1984,5,5176,OL,F,20.41,33.98,2.54
1984,5,5467,DM,M,37.19,44.58,2.54
1984,5,5684,OL,M,20.34,43.57,2.54
1984,5,5290,DS,M,49.95,133.81,2.54
1984,5,5464,DO,F,37.75,51.96,2.54
1984,5,3291,DM,M,36.65,46.68,2.54
1984,5,5682,DM,M,32.16,25.92,2.54
1984,5,5608,DO,F,36.68,50.96,2.54
1984,5,8102,PP,M,22.44,16.93,2.54
1984,5,7602,RM,M,17.69,11.56,2.54
1984,5,5679,PM,F,21.87,17.61,2.54
1984,5,6108,DM,M,35.59,45.1,2.54
1984,5,5686,DO,F,35.31,54.65,2.54
1984,5,7601,RM,F,16.4,14.92,2.54
1984,5,5642,DM,M,37.68,47.15,2.54
1984,5,5469,DM,F,34.31,45.3,2.54
1984,5,5626,DM,F,35.99,39.31,2.54
1984,5,3846,DO,M,35.34,51.14,2.54
1984,5,5318,DO,M,37.71,56.08,2.54
1984,5,3115,DS,M,51.76,133.2,2.54
1984,5,5848,DM,F,34.53,40.44,2.54
1984,5,5625,DM,M,37.37,47.87,2.54
1984,5,5341,DS,M,51.98,126.39,2.54
1984,5,3528,DM,M,36.39,52.74,2.54
1984,5,3971,DM,F,35.4,48.91,2.54
1984,5,5119,DM,F,37.06,51.14,2.54
1984,5,5830,DO,F,34.02,56.9,2.54
1984,5,-1,DS,F,49.71,120.7,2.54
1984,5,3803,DM,F,35.13,46.11,2.54
1984,5,5627,DO,F,36.89,56.48,2.54
1984,5,5680,DM,M,35.5,45.05,2.54
1984,5,5654,DM,F,33.98,23.99,2.54
1984,5,5610,DM,M,37.23,46.3,2.54
1984,5,5606,DM,F,36.51,45.92,2.54
1984,5,5607,DM,M,36.88,48.63,2.54
1984,5,5620,DO,M,37.28,55.42,2.54
1984,5,5638,DM,F,35.27,43.16,2.54
1984,5,5644,DO,M,37.11,53.25,2.54
1984,5,5625,DM,M,38.64,51.88,2.54
1984,5,7602,PF,M,14.83,7.71,2.54
1984,5,5456,DM,F,35.77,48.32,2.54
1984,5,5077,DM,F,35.29,47.49,2.54
1984,5,3615,DM,F,37.7,47.63,2.54
1984,5,5290,DS,M,50.41,132.84,2.54
1984,5,5635,DM,F,36.3,43.32,2.54
1984,5,3230,DM,M,34.96,48.09,2.54
1984,5,5804,DM,M,34.4,46.48,2.54
1984,5,5366,DS,M,52.21,130.78,2.54
1984,5,5357,PE,M,19.1,17.92,2.54
1984,5,5484,OT,F,21.54,25.33,2.54
1984,5,3846,DO,M,37.99,51.74,2.54
1984,5,5271,DM,F,37.45,52.06,2.54
1984,5,971,DS,F,51.63,120,2.54
1984,5,5636,DO,F,36.3,59.56,2.54
1984,5,5630,DM,F,38.34,46.1,2.54
1984,5,5646,DO,M,34.28,38.31,2.54
1984,5,5483,DM,F,37.45,50.38,2.54
1984,5,3224,DM,F,35.09,41.59,2.54
1984,5,5824,DO,F,35.21,45.78,2.54
1984,5,5638,DM,F,36.81,42.54,2.54
1984,5,3746,DM,M,35.1,40.35,2.54
1984,5,4910,DM,M,34.68,39.21,2.54
1984,5,5689,DM,M,34.04,41.77,2.54
1984,5,5649,DM,F,36.03,54.18,2.54
1984,5,5009,PE,F,19.6,26.05,2.54
1984,5,5836,DM,M,34.73,44.09,2.54
1984,5,5394,OT,F,19.3,26.37,2.54
1984,5,7600,RM,M,16.9,11.58,2.54
1984,5,5641,DM,F,36.83,36.7,2.54
1984,5,5697,DM,M,33.46,38.41,2.54
1984,5,5006,DM,F,36.93,40.31,2.54
1984,5,5642,DM,M,36.63,47.26,2.54
1984,5,5624,DM,M,36.89,44.7,2.54
1984,5,5688,DS,,,117.78,2.54
1984,5,5645,OL,F,22.24,38.8,2.54
1984,5,5144,DS,F,47.62,110.91,2.54
1984,5,5687,PE,M,18.18,11.07,2.54
1984,5,5814,DM,F,36.04,38.89,2.54
1984,5,5699,DO,F,34.41,40.52,2.54
1984,5,3661,DM,F,37.24,47.92,2.54
1984,5,3851,DM,F,37.9,45.1,2.54
1984,5,5651,DM,F,34.91,41.02,2.54
1984,5,5698,DM,M,26.15,33.84,2.54
1984,5,5844,DO,M,36.85,54.06,2.54
1984,5,5691,OT,M,19.77,17.65,2.54
1984,5,5628,DO,M,37.43,59.99,2.54
1984,5,5639,DO,M,35.45,51.56,2.54
1984,5,3742,DM,F,33.09,26.47,2.54
1984,5,5637,DM,M,36.57,49.16,2.54
1984,5,5634,PE,M,20.76,13.41,2.54
1984,5,8102,PP,M,19.43,13.14,2.54
1984,5,5694,DM,M,34.41,41.18,2.54
1984,5,5633,DS,F,49.15,126.32,2.54
1984,5,3943,DM,M,38.59,49.27,2.54
1984,5,3919,DO,M,36.36,55.12,2.54
1984,5,5327,OL,F,21.71,38.01,2.54
1984,5,5693,DO,M,33.78,28.13,2.54
1984,5,5629,DM,M,36.68,51.45,2.54
1984,5,7602,PF,M,16.94,7.79,2.54
1984,5,3291,DM,M,36.25,45.48,2.54
1984,5,5601,DM,M,35.23,29.86,2.54
1984,5,5618,DO,F,34.25,28.31,2.54
1984,5,5836,DM,M,38.78,50.22,2.54
1984,5,5691,OT,M,21.85,21.66,2.54
1984,5,5616,OL,M,19.11,18.08,2.54
1984,5,5699,DO,F,37.79,43.23,2.54
1984,5,6511,RM,F,16.52,12,2.54
1984,5,5327,OL,F,21.56,36.18,2.54
1984,5,5678,DM,F,36.12,24.76,2.54
1984,5,5603,DM,F,35.66,29.69,2.54
1984,5,5623,OL,F,19.86,28.32,2.54
1984,5,5655,OT,M,21.36,27.82,2.54
1984,5,4012,PP,M,23.13,20.25,2.54
1984,5,5174,DM,F,36.01,44.56,2.54
1984,5,5605,DM,F,32.79,25.1,2.54
1984,5,5656,DM,F,32.59,32.29,2.54
1984,5,5654,DM,F,34.85,29.06,2.54
1984,5,5684,OL,M,20.24,39.5,2.54
1984,5,5673,PE,F,19.41,26.51,2.54
1984,5,6513,RM,F,17.79,9.01,2.54
1984,5,3100,OL,M,22.71,39.36,2.54
1984,5,0,SS,,,,2.54
1984,5,5814,DM,F,36.8,44.7,2.54
1984,5,6512,RM,M,16.41,9.39,2.54
1984,5,5841,DM,M,35.53,42.55,2.54
1984,5,5681,DM,F,33,25.76,2.54
1984,5,5652,OL,F,19.12,32.99,2.54
1984,5,5176,OL,F,19.33,34.31,2.54
1984,5,3115,DS,M,50.66,121.45,2.54
1984,5,8103,PP,M,21.09,19.82,2.54
1984,5,5808,PM,M,20.66,22.91,2.54
1984,5,8102,PP,M,22.11,18.62,2.54
1984,5,6021,PP,F,22.32,23.98,2.54
1984,5,5609,DM,M,35.97,33.47,2.54
1984,5,5602,DM,F,36.47,26.81,2.54
1984,5,5695,OX,M,20.64,18.33,2.54
1984,5,5829,DO,F,35.73,56.47,2.54
1984,5,5611,DO,F,36.76,24.42,2.54
1984,5,5676,DS,F,50.98,119.51,2.54
1984,5,6510,RM,M,17.57,9.91,2.54
1984,5,0,DM,F,36.99,24.82,2.54
1984,5,5006,DM,F,36.26,50.97,2.54
1984,5,5613,DM,F,34.76,24.88,2.54
1984,5,5600,DS,F,48.77,117.71,2.54
1984,5,5698,DM,M,34.96,24.45,2.54
1984,5,5635,DM,F,37.02,45.21,2.54
1984,5,5675,DM,M,32.95,20.95,2.54
1984,5,5483,DM,F,37.78,43.74,2.54
1984,5,3742,DM,M,33.94,23.56,2.54
1984,5,0,DM,F,35.09,21.63,2.54
1984,5,5683,OL,M,21.73,24.96,2.54
1984,5,5639,DO,M,36.53,49.85,2.54
1984,5,3971,DM,F,35.14,43.27,2.54
1984,7,5814,DM,F,32.11,40.82,39.88
1984,7,5603,DM,F,36.9,36.88,39.88
1984,7,5624,DM,M,36.59,46.88,39.88
1984,7,5381,DM,M,35.21,31.33,39.88
1984,7,5699,DO,F,36.43,45.01,39.88
1984,7,0,SS,,,,39.88
1984,7,0,SS,,,,39.88
1984,7,5376,OL,F,21.85,29.03,39.88
1984,7,5377,DM,M,34.86,38.56,39.88
1984,7,0,RM,F,17.09,10.64,39.88
1984,7,5383,OL,M,20.4,28.15,39.88
1984,7,0,SS,,,,39.88
1984,7,3630,DM,M,36.88,47.74,39.88
1984,7,5676,DS,F,51.84,115.64,39.88
1984,7,5689,DM,M,34.61,45.75,39.88
1984,7,5646,DO,M,34.63,45.66,39.88
1984,7,5483,DM,F,36.55,43.68,39.88
1984,7,0,SS,,,,39.88
1984,7,5615,OT,M,20.65,23.32,39.88
1984,7,5384,PE,F,21.73,24.96,39.88
1984,7,7602,RM,M,16.77,8.03,39.88
1984,7,7612,RM,M,18.94,9.2,39.88
1984,7,5682,DM,M,36.98,38.39,39.88
1984,7,5691,OT,M,22.83,24.79,39.88
1984,7,5378,DM,M,35.35,33.68,39.88
1984,7,5613,DM,F,35.28,33.44,39.88
1984,7,5380,OT,M,21.01,19.51,39.88
1984,7,5698,DM,M,37,34.1,39.88
1984,7,5006,DM,F,37.62,46.01,39.88
1984,7,5013,PP,M,22.38,10.47,39.88
1984,7,5385,DO,F,34.26,20.4,39.88
1984,7,5373,DM,M,37.5,50.46,39.88
1984,7,5656,DM,F,34.96,38.82,39.88
1984,7,5601,DM,M,37.58,35.56,39.88
1984,7,5673,PE,F,20.38,26.76,39.88
1984,7,7041,RM,F,18.11,12.29,39.88
1984,7,5619,DO,M,40.76,51.77,39.88
1984,7,5012,PP,M,23.07,18.38,39.88
1984,7,6504,RM,M,12.43,12.28,39.88
1984,7,5680,DM,M,37.31,42.73,39.88
1984,7,5634,PE,M,18.07,20.78,39.88
1984,7,5609,DM,M,37.76,37.54,39.88
1984,7,5475,DM,F,35.77,41.87,39.88
1984,7,5469,DM,F,33.39,38.05,39.88
1984,7,5620,DO,M,36.32,57.78,39.88
1984,7,7602,RM,M,12.71,11.61,39.88
1984,7,3100,OL,M,22.9,41.81,39.88
1984,7,5403,DM,M,34.31,45.92,39.88
1984,7,5618,DO,F,35.37,57.09,39.88
1984,7,0,RM,F,12.36,13.05,39.88
1984,7,5829,DO,F,37.67,59.44,39.88
1984,7,5389,OL,M,19.9,19.67,39.88
1984,7,5388,OL,M,20.64,26.99,39.88
1984,7,5176,OL,F,21.9,37.43,39.88
1984,7,5498,OT,M,19.79,17.12,39.88
1984,7,3528,DM,M,39.77,50.47,39.88
1984,7,0,RM,F,13.28,10.98,39.88
1984,7,5495,OT,M,20.1,25,39.88
1984,7,5014,PP,F,22.9,15.15,39.88
1984,7,5174,DM,F,35.09,46.15,39.88
1984,7,5496,DM,M,33.45,19.3,39.88
1984,7,5848,DM,F,36.22,50.62,39.88
1984,7,5673,PE,F,20.36,25.4,39.88
1984,7,8103,PP,F,22.48,14.13,39.88
1984,7,5675,DM,M,35.5,33.21,39.88
1984,7,7611,RM,F,18.15,11.25,39.88
1984,7,5499,OL,F,21.34,34.43,39.88
1984,7,5684,OL,M,21.29,38.31,39.88
1984,7,5497,DM,F,34.39,27.69,39.88
1984,7,8104,PM,F,20.79,13.95,39.88
1984,7,5646,DO,M,,,39.88
1984,7,5378,DM,M,33.73,35.51,39.88
1984,7,5424,OL,F,19.04,28.59,39.88
1984,7,5327,OL,F,22.39,38.85,39.88
1984,7,7602,RM,M,16.42,11.11,39.88
1984,7,5613,DM,F,36.91,43.26,39.88
1984,7,5615,OT,M,20.82,23.69,39.88
1984,7,5421,DM,M,37,49.01,39.88
1984,7,7611,RM,F,,14.57,39.88
1984,7,5422,OT,F,17.81,18.91,39.88
1984,7,0,SS,,,,39.88
1984,7,5483,DM,F,36.23,42.42,39.88
1984,7,5699,DO,F,35.28,48.26,39.88
1984,7,5814,DM,F,36.56,46.94,39.88
1984,7,5377,DM,M,36.92,41.19,39.88
1984,7,5412,OT,F,19.29,22.23,39.88
1984,7,7612,RM,M,17.52,11.68,39.88
1984,7,5603,DM,F,36.38,39.35,39.88
1984,7,5414,PE,M,20.82,22.11,39.88
1984,7,5689,DM,M,36.56,46.57,39.88
1984,7,5698,DM,M,38.61,37.98,39.88
1984,7,5419,DM,F,34.64,40.94,39.88
1984,7,5804,DM,M,33.44,47.36,39.88
1984,7,5423,DM,F,36.27,32.58,39.88
1984,7,5691,OT,M,22.17,22.51,39.88
1984,7,5108,DM,M,35.41,44.54,39.88
1984,7,5290,DS,M,51.38,123.49,39.88
1984,8,5619,DO,M,36.8,54.49,78.49
1984,8,3116,DS,M,53.97,132.12,78.49
1984,8,5601,DM,M,35.64,39.32,78.49
1984,8,5848,DM,F,33.19,40.08,78.49
1984,8,5176,OL,F,21.88,40.45,78.49
1984,8,5428,DM,M,34.9,46.37,78.49
1984,8,7611,RM,F,17.44,15.32,78.49
1984,8,5254,OT,M,18.84,12.72,78.49
1984,8,5623,OL,F,20.96,30.4,78.49
1984,8,5469,DM,F,33.86,39.91,78.49
1984,8,8013,PP,M,21.68,17.45,78.49
1984,8,0,SS,,,,78.49
1984,8,5429,OL,M,21.81,28.31,78.49
1984,8,5435,DM,M,35.16,38.17,78.49
1984,8,7103,PP,M,22.2,15.41,78.49
1984,8,5814,DM,F,36.94,44.33,78.49
1984,8,5121,PH,M,27.46,31.89,78.49
1984,8,5698,DM,M,37.34,39.01,78.49
1984,8,7602,RM,M,16.11,11.22,78.49
1984,8,5377,DM,M,37.55,,78.49
1984,8,5603,DM,F,35.28,43.35,78.49
1984,8,0,RM,F,16.92,11.7,78.49
1984,8,5356,OL,F,20.38,26.38,78.49
1984,8,0,SS,,,,78.49
1984,8,0,SS,,,,78.49
1984,8,5829,DO,F,,,78.49
1984,8,5433,PE,F,20.62,15.97,78.49
1984,8,5497,DM,F,35.65,32.62,78.49
1984,8,5431,OT,M,19.27,23.45,78.49
1984,8,6021,PP,F,23.5,17.44,78.49
1984,8,0,SS,,,,78.49
1984,8,5498,OT,M,19.58,23.39,78.49
1984,8,7102,PP,M,20.62,15.84,78.49
1984,8,5108,DM,M,34.33,42.74,78.49
1984,8,-1,OT,M,20.08,23.26,78.49
1984,8,3900,DS,F,48.51,121.28,78.49
1984,8,5656,DM,F,34.99,39.23,78.49
1984,8,5425,DM,F,34.99,39.39,78.49
1984,8,5285,DM,F,36.38,43.61,78.49
1984,8,5680,DM,M,37.89,43.75,78.49
1984,8,5378,DM,M,37,38.75,78.49
1984,8,5255,OT,M,18.32,12.78,78.49
1984,8,5252,OT,F,20.97,21.13,78.49
1984,8,7602,PF,M,15.9,7.15,78.49
1984,8,5414,PE,M,19.36,22.33,78.49
1984,8,5123,OT,F,19.32,20.89,78.49
1984,8,5428,DM,M,35.76,45.58,78.49
1984,8,5432,DO,M,35.93,52.14,78.49
1984,8,5422,OT,F,19.31,26.92,78.49
1984,8,5483,DM,F,35.85,42.84,78.49
1984,8,5384,PE,F,,24.02,78.49
1984,8,5613,DM,F,34.76,41.85,78.49
1984,8,5424,OL,F,20.35,39.78,78.49
1984,8,5432,DO,M,35.01,55.38,78.49
1984,8,5682,DM,M,34,45.32,78.49
1984,8,5429,OL,M,19.09,29,78.49
1984,8,,AH,,,,78.49
1984,8,5475,DM,F,35.02,43.11,78.49
1984,8,3528,DM,M,35.18,51.58,78.49
1984,8,5680,DM,M,35.68,45.14,78.49
1984,8,5436,DM,M,34.14,37.16,78.49
1984,8,5122,OT,M,19.57,21.88,78.49
1984,8,7041,RM,F,18.65,14.63,78.49
1984,8,5423,DM,F,35.7,37.7,78.49
1984,8,5419,DM,F,35.5,43.54,78.49
1984,8,5804,DM,M,33.48,48.28,78.49
1984,8,5658,DO,F,34.95,52.17,78.49
1984,8,5656,DM,F,34.17,43.39,78.49
1984,8,5176,OL,F,20.84,35.1,78.49
1984,8,5624,DM,M,34.74,45.24,78.49
1984,8,5437,DO,F,33.39,36.34,78.49
1984,8,5848,DM,F,35.67,49.79,78.49
1984,8,5616,OL,M,21.95,35.86,78.49
1984,8,5829,DO,F,34.44,54.95,78.49
1984,8,5438,PH,M,28.87,29.39,78.49
1984,8,5601,DM,M,36.59,40.85,78.49
1984,8,8101,PP,F,22.83,16.65,78.49
1984,8,7101,PP,F,19.41,9.8,78.49
1984,8,5497,DM,F,37.46,33.03,78.49
1984,8,5634,PE,M,20.75,21.94,78.49
1984,9,5520,PH,F,26.78,28.17,23.37
1984,9,5500,DM,M,35.7,40.7,23.37
1984,9,,AH,,,,23.37
1984,9,5532,DM,M,36.04,44.03,23.37
1984,9,0,DM,F,35.48,34.6,23.37
1984,9,5658,DO,F,35.92,65.36,23.37
1984,9,5469,DM,F,34.24,40.33,23.37
1984,9,5505,DM,M,34.66,37.72,23.37
1984,9,0,SS,,,,23.37
1984,9,3528,DM,M,36.79,55.74,23.37
1984,9,7104,PP,M,22.56,15.26,23.37
1984,9,5528,DM,M,34.58,41.21,23.37
1984,9,0,SS,,,,23.37
1984,9,5515,DM,F,35.45,34.26,23.37
1984,9,5531,DO,M,35.55,40.41,23.37
1984,9,5535,DO,M,36.87,46.21,23.37
1984,9,5504,DM,F,36.88,35.45,23.37
1984,9,5613,DM,F,36.32,40.47,23.37
1984,9,3100,OL,M,21.06,43.44,23.37
1984,9,5698,DM,M,36.85,45.3,23.37
1984,9,5440,DM,M,35.53,25.18,23.37
1984,9,5503,DM,F,34.85,36.5,23.37
1984,9,5525,DM,F,34.1,28.24,23.37
1984,9,5530,DM,M,36.47,38.48,23.37
1984,9,5514,DM,F,33.54,28.63,23.37
1984,9,8041,RM,F,16.63,13.24,23.37
1984,9,5513,DO,M,36.12,47.57,23.37
1984,9,5497,DM,F,35.05,38.26,23.37
1984,9,5518,DO,M,33.93,49.56,23.37
1984,9,3910,DM,M,36.07,49.64,23.37
1984,9,5848,DM,F,35.14,45.14,23.37
1984,9,5533,DM,M,35.38,33.46,23.37
1984,9,5537,DM,F,33.13,35.53,23.37
1984,9,5682,DM,M,35.89,46.03,23.37
1984,9,3100,OL,M,21.5,40.03,23.37
1984,9,5521,DM,M,34.79,25.66,23.37
1984,9,5176,OL,F,20.56,38.82,23.37
1984,9,0,SS,,,,23.37
1984,9,5539,DM,F,34.08,39.71,23.37
1984,9,0,DM,M,36.63,35.33,23.37
1984,9,5529,DM,F,36.87,38.87,23.37
1984,9,5515,DM,F,34.18,40.38,23.37
1984,9,5522,DM,F,34.94,22.42,23.37
1984,9,5524,DM,M,34.98,44.28,23.37
1984,9,5108,DM,M,34.19,47.43,23.37
1984,9,5656,DM,F,34.42,39.38,23.37
1984,9,5601,DM,M,36.4,40.04,23.37
1984,9,5534,DM,M,36.28,43.5,23.37
1984,9,5519,OL,M,19.97,35.57,23.37
1984,9,5536,DS,M,47.28,130.23,23.37
1984,9,5396,DM,F,35.35,42.19,23.37
1984,9,5441,DM,M,33.31,29.8,23.37
1984,9,5483,DM,F,36.37,44.43,23.37
1984,9,7602,PF,M,16.99,8.46,23.37
1984,9,5639,DO,M,35.8,54.66,23.37
1984,9,5424,OL,F,21.91,28.27,23.37
1984,9,5435,DM,M,35.03,39.67,23.37
1984,9,0,OT,,,,23.37
1984,9,5814,DM,F,35.67,45.03,23.37
1984,9,5423,DM,F,35.8,41.19,23.37
1984,9,5603,DM,F,36.45,41.55,23.37
1984,9,5804,DM,M,36.89,49.94,23.37
1984,9,5378,DM,M,34.66,41.07,23.37
1984,9,7041,RM,F,17.58,16.02,23.37
1984,9,5511,DO,M,32.44,47.48,23.37
1984,9,5508,OT,M,20.14,22.32,23.37
1984,9,5144,DS,F,46.83,115.46,23.37
1984,9,7103,PP,,22.32,15.36,23.37
1984,9,5439,DM,F,35.67,34.36,23.37
1984,9,5419,DM,F,37.16,42.65,23.37
1984,9,5615,OT,M,20.4,25.83,23.37
1984,9,5501,PE,M,19.45,18.93,23.37
1984,9,-1,PE,M,,,23.37
1984,9,5526,DO,M,35.67,40.9,23.37
1984,9,9131,DS,F,47.45,90.51,23.37
1984,9,6103,PP,M,21.45,17.96,23.37
1984,9,7611,RM,F,12.77,15.28,23.37
1984,9,5442,DM,M,35.96,40.12,23.37
1984,9,5507,DM,M,35.56,37.84,23.37
1984,9,5502,OT,F,21.02,23.63,23.37
1984,9,5509,OT,F,19.17,19.97,23.37
1984,9,5377,DM,M,35.29,44.68,23.37
1984,9,0,OL,,,,23.37
1984,9,5527,DM,F,34.01,39.21,23.37
1984,9,5512,DO,M,34.94,52.93,23.37
1984,9,7602,RM,M,17.64,11.86,23.37
1984,9,5436,DM,M,34.22,40.39,23.37
1985,1,5584,OL,F,21.75,31.02,19.3
1985,1,5547,DO,M,35.01,43.84,19.3
1985,1,0,DM,M,35.88,39.82,19.3
1985,1,5739,DM,F,33.18,27.06,19.3
1985,1,5616,OL,M,21.21,32.98,19.3
1985,1,5744,DO,M,35.99,55.35,19.3
1985,1,5733,OT,M,20.58,23.08,19.3
1985,1,0,DM,F,34.64,34.94,19.3
1985,1,5804,DM,M,35.16,38.68,19.3
1985,1,3528,DM,M,35.7,47.7,19.3
1985,1,0,DM,,,,19.3
1985,1,5714,DM,M,37.86,44.6,19.3
1985,1,5658,DO,F,34.93,41.14,19.3
1985,1,,AH,,,,19.3
1985,1,5592,PE,F,20.09,20.32,19.3
1985,1,5521,DM,M,35.28,30.93,19.3
1985,1,5377,DM,M,36.08,39.27,19.3
1985,1,5123,OT,F,20.79,20.09,19.3
1985,1,5548,OL,M,20.44,31.23,19.3
1985,1,5585,DO,F,33.3,34.3,19.3
1985,1,5381,DM,M,47.24,40.65,19.3
1985,1,5252,OT,F,20.04,20.03,19.3
1985,1,5574,DO,F,33.1,39.99,19.3
1985,1,0,DM,M,35.7,36.91,19.3
1985,1,5572,DM,M,36.44,35.07,19.3
1985,1,5541,DO,F,33.01,39.03,19.3
1985,1,8141,RM,M,16.1,4.94,19.3
1985,1,5419,DM,F,35.65,34.66,19.3
1985,1,5578,DM,M,37.08,37.99,19.3
1985,1,6501,RM,F,16.57,8.18,19.3
1985,1,5740,OT,M,21.77,22.4,19.3
1985,1,5423,DM,F,35.66,36.58,19.3
1985,1,5586,PM,F,20.33,16.1,19.3
1985,1,,AH,,,,19.3
1985,1,5622,DM,F,37.82,40.4,19.3
1985,1,5594,PE,M,18.4,16.18,19.3
1985,1,5598,DM,F,34.64,33.82,19.3
1985,1,5513,DO,M,36.22,48.76,19.3
1985,1,5591,DM,M,36.05,36.93,19.3
1985,1,5525,DM,F,35.34,33.18,19.3
1985,1,5722,DM,M,34.93,37.32,19.3
1985,1,5582,DM,F,36.56,34.5,19.3
