DATE,LOCATION,SX REF,SPECIES,SEX,NUMBER,FILE,COMMON NAME
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Sphaerophoria sp,male,1,2017/July 2017.xls,Hoverfly
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Tabanus bromius,male,1,2017/July 2017.xls,Band-eyed Horsefly
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Chaetorellia jaceae,,1,2017/July 2017.xls,Picture-winged Fly
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Abia sericea probably,,1,2017/July 2017.xls,Sawfly
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Panorpa communis,male,2,2017/July 2017.xls,Scorpion Fly
18/07/2017,"Andrews Wood, Loddiswell",SX709516,unidentified,,Over 10,2017/July 2017.xls,Fly
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Notonecta sp,,6,2017/July 2017.xls,Backswimmer
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Pholidoptera griseoaptera,,4,2017/July 2017.xls,Dark Bush Cricket
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Chorthippus parallelus,,Over 20,2017/July 2017.xls,Meadow Grasshopper
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Coreus marginatus,,3,2017/July 2017.xls,Dock Bug
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Cassida murraea,,1,2017/July 2017.xls,Fleabane Tortoise Beetle
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Eurygaster testudinaria,,1,2017/July 2017.xls,Tortoise Bug
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Gonepteryx rhamni,,2,2017/July 2017.xls,Brimstone
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Pyronia tithonus,,8,2017/July 2017.xls,Gatekeeper
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,Over 10,2017/July 2017.xls,Meadow Brown
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Vanessa atalanta,,1,2017/July 2017.xls,Red Admiral
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Pieris rapae,,2,2017/July 2017.xls,Small White
18/07/2017,"Andrews Wood, Loddiswell",SX709516,Autographa gamma,,1,2017/July 2017.xls,Silver Y Moth
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Cheilosia illustrata,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Chrysotoxum bicinctum,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,male,6,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,male,2,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax,female,2,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,2,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Leucozona glaucia,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Melanstoma scalare,female,8,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Melanstoma scalare,male,2,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Meliscaeva cinctella,male,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,female,2,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Volucella pellucens,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Xylota segnis,female,1,2017/July 2017.xls,Hoverfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Chrysopilus cristatus,female,1,2017/July 2017.xls,Black Snipefly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Chaetorellia jaceae,,1,2017/July 2017.xls,Picture-winged Fly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Hybos culciformis,,2,2017/July 2017.xls,Fly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Scathophraga stercoraria,,Over 10,2017/July 2017.xls,Yellow Dungfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Lygocoris pabulinus,,1,2017/July 2017.xls,Common Green Capsid
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Coenagrion puella,,8,2017/July 2017.xls,Azure Damselfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,,5,2017/July 2017.xls,Common Blue Damselfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Cordulegaster boltonii,,1,2017/July 2017.xls,Golden-ringed Dragonfly
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Leiobunum rotundum,,Over 10,2017/July 2017.xls,Harvestman
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Phalangium opilio,,1,2017/July 2017.xls,Harvestman
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Gonepteryx rhamni,,4,2017/July 2017.xls,Brimstone
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Ochlodes venatus,,6,2017/July 2017.xls,Large Skipper
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,8,2017/July 2017.xls,Meadow Brown
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Vanessa atalanta,,1,2017/July 2017.xls,Red Admiral
23/07/2017,"Andrews Wood, Loddiswell",SX709516,Pieris rapae,,8,2017/July 2017.xls,Small White
23/07/2017,"Andrews Wood, Loddiswell",SX709516,unidentified flies,,Over 20,2017/July 2017.xls,
24/07/2017,South Milton Reedbed,SX688423,Episyrphus balteatus,female,Over 10,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Eristalis arbustorum,female,2,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Eristalis arbustorum,male,1,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Eristalis horticola,male,1,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Eristalis tenax,female,1,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Eupeodes corollae,female,2,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Melanstoma scalare,female,2,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Syrphus ribesii,female,3,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Xylota segnis,female,1,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Xylota sylvarum,male,1,2017/July 2017.xls,Hoverfly
24/07/2017,South Milton Reedbed,SX688423,Anthomyia procellaris,,1,2017/July 2017.xls,Fly
24/07/2017,South Milton Reedbed,SX688423,Empis tessellata,,2,2017/July 2017.xls,Fly
24/07/2017,South Milton Reedbed,SX688423,Pollenia sp,,Over 10,2017/July 2017.xls,Fly
24/07/2017,South Milton Reedbed,SX688423,Lygocoris pabulinus,,2,2017/July 2017.xls,Common Green Capsid
24/07/2017,South Milton Reedbed,SX688423,Coreus marginatus,,3,2017/July 2017.xls,Dock Bug
24/07/2017,South Milton Reedbed,SX688423,Palomena prasina,,1,2017/July 2017.xls,Green Shieldbug
24/07/2017,South Milton Reedbed,SX688423,Heterogaster urticae,,1,2017/July 2017.xls,Nettle Groundbug
24/07/2017,South Milton Reedbed,SX688423,Rutpela maculata,,1,2017/July 2017.xls,Black & Yellow Longhorn
24/07/2017,South Milton Reedbed,SX688423,Rhagonycha fulva,,Over 10,2017/July 2017.xls,Common Red Soldier Beetle
24/07/2017,South Milton Reedbed,SX688423,Timarcha tenebricosa,,1,2017/July 2017.xls,Bloody-nosed Beetle
24/07/2017,South Milton Reedbed,SX688423,Paederus sp,,1,2017/July 2017.xls,Rove Beetle
24/07/2017,South Milton Reedbed,SX688423,Oedemera nobilis,,4,2017/July 2017.xls,Swollen-thigh Beetle
24/07/2017,South Milton Reedbed,SX688423,Crabro/Ectemnius sp,female,2,2017/July 2017.xls,Digger Wasp
24/07/2017,South Milton Reedbed,SX688423,Unidentified 5 species,,7,2017/July 2017.xls,Ichneumon
24/07/2017,South Milton Reedbed,SX688423,Conocephalus discolor,,1,2017/July 2017.xls,Long-winged Conehead
24/07/2017,South Milton Reedbed,SX688423,Pholidoptera griseoaptera,,4,2017/July 2017.xls,Dark Bush Cricket
24/07/2017,South Milton Reedbed,SX688423,Chorthippus parallelus,,Over 20,2017/July 2017.xls,Meadow Grasshopper
24/07/2017,South Milton Reedbed,SX688423,Polygonia c-album,,2,2017/July 2017.xls,Comma
24/07/2017,South Milton Reedbed,SX688423,Pyronia tithonus,,5,2017/July 2017.xls,Gatekeeper
24/07/2017,South Milton Reedbed,SX688423,Maniola jurtina,,8,2017/July 2017.xls,Meadow Brown
24/07/2017,South Milton Reedbed,SX688423,Inachis io,,1,2017/July 2017.xls,Peacock
24/07/2017,South Milton Reedbed,SX688423,Vanessa atalanta,,4,2017/July 2017.xls,Red Admiral
24/07/2017,South Milton Reedbed,SX688423,Aphantopus hyperantus,,1,2017/July 2017.xls,Ringlet
24/07/2017,South Milton Reedbed,SX688423,Pararge aegeria,,4,2017/July 2017.xls,Speckled Wood
24/07/2017,South Milton Reedbed,SX688423,Pieris rapae,,6,2017/July 2017.xls,Small White
24/07/2017,South Milton Reedbed,SX688423,unidentified,,1,2017/July 2017.xls,Caterpillar
24/07/2017,South Milton Reedbed,SX688423,Timandra comae,,1,2017/July 2017.xls,Bloodvein Moth
24/07/2017,South Milton Reedbed,SX688423,Eilema depressa,,1,2017/July 2017.xls,Buff Footman
24/07/2017,South Milton Reedbed,SX688423,Autographa gamma,,2,2017/July 2017.xls,Silver Y Moth
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Episyrphus balteatus,female,Over 20,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Episyrphus balteatus,male,Over 20,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Epistrophe grossulariae,female,1,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eristalinus sepulchralis,female,1,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eristalis arbustorum,female,2,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eristalis arbustorum,male,1,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eristalis nemorum,female,2,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eristalis tenax,female,2,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eupeodes corollae,male,1,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eupeodes latifasciatus,female,1,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eupeodes latifasciatus,male,1,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Platycheirus albimanus,female,1,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Scaeva pyrastri,female,Over 10,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Scaeva pyrastri,male,2,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Syrphus ribesii,female,8,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Syrphus vitripennis,female,2,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Sphaerophoria sp,female,1,2017/July 2017.xls,Hoverfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Chloromyia formosa,female,3,2017/July 2017.xls,Broad Centurion Soldierfly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Meromyza sp,,1,2017/July 2017.xls,Grass Fly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Eriothrix rufomaculata,,4,2017/July 2017.xls,Fly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,unidentified,,Over 10,2017/July 2017.xls,Fly
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Chrysoperla carnea,,1,2017/July 2017.xls,Lacewing
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Coccinella 7-punctata,,2,2017/July 2017.xls,7 spot Ladybird
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Rhagonycha fulva,,Over 20,2017/July 2017.xls,Common Red Soldier Beetle
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Cetonia aurata,,2,2017/July 2017.xls,Rose Chafer
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Oedemera nobilis,,4,2017/July 2017.xls,Swollen-thigh Beetle
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Rutpela maculata,,2,2017/July 2017.xls,Black & Yellow Longhorn
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,,,1,2017/July 2017.xls,Lizard
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Pholidoptera griseoaptera,,4,2017/July 2017.xls,Dark Bush Cricket
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Chorthippus brunneus,,Over 10,2017/July 2017.xls,Field Grasshopper
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Chorthippus parallelus,,Over 10,2017/July 2017.xls,Meadow Grasshopper
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Polyommatus icarus,,5,2017/July 2017.xls,Common Blue
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Pyronia tithonus,,Over 10,2017/July 2017.xls,Gatekeeper
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Hipparchia semele,,1,2017/July 2017.xls,Grayling
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Maniola jurtina,,Over 10,2017/July 2017.xls,Meadow Brown
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Vanessa atalanta,,2,2017/July 2017.xls,Red Admiral
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Clossiana selene,,1,2017/July 2017.xls,Small Pearl-bordered
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Pararge aegeria,,4,2017/July 2017.xls,Speckled Wood
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Pieris rapae,,8,2017/July 2017.xls,Small White
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Lasiommata megera,,1,2017/July 2017.xls,Wall Brown
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Zygaena fillipendulate,,Over 20,2017/July 2017.xls,6 spot Burnet Moth
25/07/2017,"Soar Mill Cove, Salcombe",SX696376,Autographa gamma,,2,2017/July 2017.xls,Silver Y Moth
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Chrysotoxum bicinctum,female,1,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,female,8,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,male,Over 10,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,female,Over 10,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,male,6,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,male,2,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis intricarius,male,1,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,female,Over 10,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,male,Over 10,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax,female,Over 10,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax,male,Over 10,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,female,Over 10,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,male,8,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,2,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,8,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Melanstoma scalare,female,5,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Melanstoma scalare,male,2,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Meliscaeva cinctella,female,1,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,female,4,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Platycheirus rosarum,male,2,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Sphaerophoria scripta,male,1,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Sphaerophorisa sp,female,2,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Syrphus ribesii,female,3,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,female,Over 10,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Volucella pellucens,female,1,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Xylota segnis,male,1,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Xylota sylvarum,female,1,2017/July 2017.xls,Hoverfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Athalia sp,,Over 10,2017/July 2017.xls,Sawfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Anthomyia procellaris,,1,2017/July 2017.xls,Fly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Tabanus bromius,male,1,2017/July 2017.xls,Band-eyed Horsefly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Chloromyia formosa,male,2,2017/July 2017.xls,Broad Centurion Soldierfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Loxocera aristata,,4,2017/July 2017.xls,Fly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Graphomya maculata,female,2,2017/July 2017.xls,Fly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Philophylla caesio,,1,2017/July 2017.xls,Picture-winged Fly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Poecilobothrus nobilitatus,male,3,2017/July 2017.xls,Fly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Dioctria linearis,,1,2017/July 2017.xls,S. Yellow-legged Robberfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Panorpa germanica,male,2,2017/July 2017.xls,Scorpion Fly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,unidentified sp,,Over 20,2017/July 2017.xls,Fly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Cassida murraea,,Over 20,2017/July 2017.xls,Fleabane Tortoise Beetle
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Lygocoris pabulinus,,2,2017/July 2017.xls,Common Green Capsid
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Coreus marginatus,,Over 10,2017/July 2017.xls,Dock Bug
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Palomena prasina,,4,2017/July 2017.xls,Green Shieldbug
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Elasmostethus interstinctus,,1,2017/July 2017.xls,Birch Shieldbug
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Evacanthus interruptus,,1,2017/July 2017.xls,Bug
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Cicadella viridis,,Over 10,2017/July 2017.xls,Bug
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Dolycoris baccarum,,1,2017/July 2017.xls,Hairy Shieldbug
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Pentatoma rufipes,,1,2017/July 2017.xls,Red-legged Shieldbug
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Coenagrion puella,,2,2017/July 2017.xls,Azure Damselfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,,8,2017/July 2017.xls,Common Blue Damselfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Sympetrum striolatum,female,3,2017/July 2017.xls,Common Darter
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Cordulegaster boltonii,,1,2017/July 2017.xls,Golden-ringed Dragonfly
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Diaea dorsata,female,1,2017/July 2017.xls,Spider
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Leiobunum rotundum,,Over 10,2017/July 2017.xls,Harvestman
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Pyronia tithonus,,8,2017/July 2017.xls,Gatekeeper
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Gonepteryx rhamni,,2,2017/July 2017.xls,Brimstone
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,4,2017/July 2017.xls,Meadow Brown
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Aphantopus hyperantus,,5,2017/July 2017.xls,Ringlet
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Lycaena phlaeas,,1,2017/July 2017.xls,Small Copper
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Pieris rapae,,5,2017/July 2017.xls,Small White
31/07/2017,"Andrews Wood, Loddiswell",SX709516,Macrothylacia rubi,,1,2017/July 2017.xls,Fox Moth
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Cheilosia illustrata,male,2,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Cheilosia variablis,male,8,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Chrysotoxum bicinctum,male,1,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,female,Over 10,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,male,Over 10,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,male,2,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Eristalis tenax,male,1,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,2,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,3,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Melanstoma scalare,female,4,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Meliscaeva auricollis,female,4,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Meliscaeva auricollis,male,2,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Microdon myrmicae/mutabilis,female,1,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,male,1,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,female,2,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Syritta pipiens,female,1,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Syrphus ribesii,female,3,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Volucella bombylans,male,4,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Xylota segnis,male,2,2017/June 2017.xls,Hoverfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Chloromyia formosa,female,2,2017/June 2017.xls,Broad Centurion Soldierfly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Ptychoptera albimana,,3,2017/June 2017.xls,Cranefly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Tipula fascipennis,male,1,2017/June 2017.xls,Cranefly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Tipula maxima,male,1,2017/June 2017.xls,Cranefly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Euleia heraclei,,1,2017/June 2017.xls,Celery Fly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Haematopota crassicornis,female,1,2017/June 2017.xls,Black-horned Cleg Horsefly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Dolichopus sp,,6,2017/June 2017.xls,Fly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Empis nigripes,male,Over 10,2017/June 2017.xls,Fly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Mesembrina meridiana,,1,2017/June 2017.xls,Noon Day Fly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Poecilobothrus nobilitatus,male,1,2017/June 2017.xls,Fly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Panorpa communis,male,1,2017/June 2017.xls,Scorpion Fly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Panorpa germanica,male,4,2017/June 2017.xls,Scorpion Fly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Chrysopilus cristatus,female,2,2017/June 2017.xls,Black Snipefly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Chrysopilus cristatus,male,4,2017/June 2017.xls,Black Snipefly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Rhagio scolopaceus,female,1,2017/June 2017.xls,Downlooker Snipefly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Rhagio tringarius,female,1,2017/June 2017.xls,Marsh Snipefly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Scathophaga stercoraria,,Over 20,2017/June 2017.xls,Yellow Dung Fly
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Cassida murraea,,4,2017/June 2017.xls,Fleabane Tortoise Beetle
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Cassida vibex,,1,2017/June 2017.xls,Tortoise Beetle
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Cantharis cryptica/pallida,,2,2017/June 2017.xls,Beetle
03/06/2017,"Andrews Wood, Loddiswell",SX709516,Denticollis linearis,,1,2017/June 2017.xls,Beetle
