Date_dissected	Family	ID	Sample	Sex	Condition	Larval_diet	Femur_length	Tibia_Length	Tarsus_Length	Wing_Length	HeadWidth	HeadLength	Post-pedicel_Length	Arista_Length	Thorax_Length	Female_Oviscape	Female_posterior_spermathecae1	Female_posterior_spermathecae2	Female_Anterior_Spermatheca_Width	Male_Proximal_surstyli_Length	Male_Distal_surstyli_Length	Male_Apodeme_Length	Male_Aedeagus_Length	Male_Anterior_processus_Length	Male_Processus_Length	Male_testis_area	MaleSperm_bundle_Length	Male_Femur_spine_length
18/10/2018	F1	FS-23	F1_F1_RW1	F	High	Rich	5.316	4.434	3.061	NA	1.57	1.953	0.566	1.196	2.684	1.98	0.071	0.078	0.053	NA	NA	NA	NA	NA	NA	NA	NA	NA
18/10/2018	F1	FS-23	F1_F1_RW2	F	High	Rich	5.327	4.431	3.049	NA	1.575	1.948	0.566	1.189	2.696	1.982	0.073	0.078	0.053	NA	NA	NA	NA	NA	NA	NA	NA	NA
18/10/2018	F1	FS-24	F1_F2_RW1	F	High	Rich	5.28	4.333	2.681	4.072	1.464	2.071	0.597	1.194	2.647	2.061	0.072	0.068	0.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
18/10/2018	F1	FS-24	F1_F2_RW2	F	High	Rich	5.287	4.297	2.642	4.068	1.472	2.073	0.588	1.197	2.635	2.061	0.072	0.068	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA
18/10/2018	F1	FS-25	F1_F3_RW1	F	High	Rich	5.354	4.395	2.96	4.09	1.547	1.999	0.604	1.175	2.772	2.233	0.068	0.08	0.075	NA	NA	NA	NA	NA	NA	NA	NA	NA
18/10/2018	F1	FS-25	F1_F3_RW2	F	High	Rich	5.347	4.349	2.942	4.103	1.553	2.008	0.618	1.186	2.772	2.258	0.07	0.079	0.073	NA	NA	NA	NA	NA	NA	NA	NA	NA
23/10/2018	F1	FS-33	F1_F4_RW1	F	Low	Poor	3.494	3.492	2.947	3.512	1.336	1.576	0.515	1.012	2.194	1.948	0.031	0.02	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA
23/10/2018	F1	FS-33	F1_F4_RW2	F	Low	Poor	3.475	3.489	2.925	3.524	1.339	1.571	0.509	1.02	2.179	1.96	0.028	0.019	0.029	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F1	FS-34	F1_F5_RW1	F	Low	Poor	4.231	3.432	2.497	3.408	1.276	1.561	0.497	1.07	2.165	2.088	0.08	0.092	0.065	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F1	FS-34	F1_F5_RW2	F	Low	Poor	4.231	3.448	2.501	3.428	1.269	1.564	0.475	1.07	2.164	2.103	0.079	0.092	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F1	FS-35	F1_F6_RW1	F	Low	Poor	4.089	3.403	2.328	3.225	1.344	1.561	0.461	1.033	2.212	1.995	0.069	0.074	0.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F1	FS-35	F1_F6_RW2	F	Low	Poor	4.078	3.458	2.34	3.234	1.351	1.572	0.456	1.025	2.225	2.006	0.069	0.075	0.074	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/11/2018	F1	FS-78	F1_F7_RW1	F	Low	Poor	4.176	3.447	2.394	3.274	1.172	1.629	0.462	1.013	2.137	1.931	0.074	0.081	0.058	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/11/2018	F1	FS-78	F1_F7_RW2	F	Low	Poor	4.174	3.477	2.396	3.268	1.162	1.632	0.465	1.036	2.13	1.971	0.076	0.081	0.058	NA	NA	NA	NA	NA	NA	NA	NA	NA
18/10/2018	F1	MS-37	F1_M1_RW1	M	High	Rich	6.49	6.21	4.697	NA	1.523	2.931	0.778	1.261	3.083	NA	NA	NA	NA	0.219	0.305	1.13	1.137	0.183	1.758	0.534	0.146666667	0.078
18/10/2018	F1	MS-37	F1_M1_RW2	M	High	Rich	6.566	6.207	4.67	NA	1.52	2.948	0.771	1.254	3.095	NA	NA	NA	NA	0.214	0.305	1.134	1.145	0.184	1.738	0.501	0.144666667	0.074166667
18/10/2018	F1	MS-38	F1_M2_RW1	M	High	Rich	6.832	6.47	4.652	NA	1.655	3.122	0.835	1.236	3.246	NA	NA	NA	NA	0.191	0.31	1.182	1.169	0.185	2.051	0.636	0.155333333	0.061333333
18/10/2018	F1	MS-38	F1_M2_RW2	M	High	Rich	6.833	6.486	4.641	NA	1.649	3.089	0.839	1.25	3.23	NA	NA	NA	NA	0.186	0.302	1.195	1.19	0.186	1.979	0.632	0.158333333	0.0655
26/10/2018	F1	MS-58	F1_M3_RW1	M	High	Rich	6.976	6.625	4.664	4.536	1.621	3.036	0.876	1.28	3.248	NA	NA	NA	NA	0.178	0.32	1.169	1.198	0.192	2.045	0.267	0.1475	0.072
26/10/2018	F1	MS-58	F1_M3_RW2	M	High	Rich	6.955	6.625	4.653	4.522	1.636	3.026	0.874	1.272	3.25	NA	NA	NA	NA	0.178	0.32	1.177	1.198	0.188	2.036	0.3	0.149166667	0.072666667
02/11/2018	F1	MS-66	F1_M4_RW1	M	High	Rich	6.574	6.427	4.398	4.76	1.658	2.926	0.834	1.323	3.156	NA	NA	NA	NA	0.204	0.326	1.164	1.175	0.19	2.148	0.376	0.1665	0.061333333
02/11/2018	F1	MS-66	F1_M4_RW2	M	High	Rich	6.601	6.434	4.376	4.75	1.65	2.925	0.826	1.319	3.156	NA	NA	NA	NA	0.211	0.318	1.161	1.178	0.184	2.166	0.36	0.166666667	0.063166667
11/11/2018	F1	MS-86	F1_M5_RW1	M	Low	Poor	4.297	4.285	3.351	3.601	1.201	1.858	0.612	1.062	2.323	NA	NA	NA	NA	0.175	0.262	0.914	1.166	0.181	2.024	0.252	0.165333333	0.038833333
11/11/2018	F1	MS-86	F1_M5_RW2	M	Low	Poor	4.324	4.288	3.351	3.578	1.203	1.864	0.629	1.06	2.316	NA	NA	NA	NA	0.181	0.265	0.912	1.165	0.185	1.973	0.254	0.160166667	0.039
19/10/2018	F10	FS-26	F10_F1_RW1	F	Low	Poor	4.537	3.728	2.564	3.618	1.28	1.709	0.479	1.027	2.43	2.086	0.063	0.076	0.043	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/10/2018	F10	FS-26	F10_F1_RW2	F	Low	Poor	4.538	3.745	2.547	3.618	1.264	1.707	0.49	1.034	2.429	2.081	0.063	0.077	0.042	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/10/2018	F10	FS-27	F10_F2_RW1	F	Low	Poor	4.318	3.419	2.46	3.395	1.065	1.623	0.454	1.016	1.459	1.974	0.083	0.086	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/10/2018	F10	FS-27	F10_F2_RW2	F	Low	Poor	4.293	3.446	2.441	3.388	1.055	1.632	0.447	1.025	1.437	1.98	0.083	0.084	0.068	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/10/2018	F10	FS-28	F10_F3_RW1	F	Low	Poor	4.249	3.539	2.496	3.442	1.165	1.611	0.472	1.059	2.321	2.055	0.065	0.057	0.056	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/10/2018	F10	FS-28	F10_F3_RW2	F	Low	Poor	4.257	3.548	2.561	3.454	1.166	1.641	0.469	1.039	2.315	2.066	0.065	0.056	0.059	NA	NA	NA	NA	NA	NA	NA	NA	NA
22/10/2018	F10	FS-29	F10_F4_RW1	F	High	Rich	4.525	3.824	2.866	3.834	1.355	1.792	0.571	1.06	2.614	1.891	0.074	0.079	0.042	NA	NA	NA	NA	NA	NA	NA	NA	NA
22/10/2018	F10	FS-29	F10_F4_RW2	F	High	Rich	4.502	3.794	2.856	3.834	1.354	1.786	0.596	1.054	2.608	1.897	0.073	0.079	0.045	NA	NA	NA	NA	NA	NA	NA	NA	NA
25/10/2018	F10	FS-43	F10_F5_RW1	F	High	Rich	4.465	4.168	3.092	3.895	1.331	1.831	0.585	1.2	2.562	2.129	0.078	0.078	0.047	NA	NA	NA	NA	NA	NA	NA	NA	NA
25/10/2018	F10	FS-43	F10_F5_RW2	F	High	Rich	4.423	4.132	3.123	3.903	1.335	1.834	0.595	1.193	2.563	2.089	0.08	0.076	0.049	NA	NA	NA	NA	NA	NA	NA	NA	NA
30/10/2018	F10	FS-44	F10_F6_RW1	F	High	Rich	NA	NA	NA	NA	1.532	1.892	0.628	1.044	2.684	2.198	0.082	0.089	0.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
30/10/2018	F10	FS-44	F10_F6_RW2	F	High	Rich	NA	NA	NA	NA	1.525	1.897	0.63	1.053	2.702	2.201	0.081	0.09	0.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/10/2018	F10	MS-39	F10_M1_RW1	M	Low	Poor	4.013	4.175	3.153	3.388	1.04	1.876	0.589	0.983	2.226	NA	NA	NA	NA	0.191	0.283	1.093	1.132	0.168	1.841	0.129	0.152166667	0.0385
19/10/2018	F10	MS-39	F10_M1_RW2	M	Low	Poor	4.009	4.152	3.139	3.376	1.048	1.893	0.596	0.986	2.248	NA	NA	NA	NA	0.187	0.289	1.094	1.123	0.169	1.875	0.123	0.143666667	0.039333333
22/10/2018	F10	MS-40	F10_M2_RW1	M	High	Rich	5.932	5.665	3.934	4.268	1.405	2.515	0.707	1.087	2.906	NA	NA	NA	NA	0.172	0.302	1.175	1.201	0.211	1.868	0.413	0.154166667	0.062166667
22/10/2018	F10	MS-40	F10_M2_RW2	M	High	Rich	5.949	5.668	3.969	4.25	1.426	2.528	0.719	1.085	2.892	NA	NA	NA	NA	0.176	0.302	1.165	1.193	0.205	1.857	0.413	0.139	0.061
25/10/2018	F10	MS-55	F10_M3_RW1	M	High	Rich	6.585	6.362	4.659	4.59	1.626	3.003	0.817	1.235	3.115	NA	NA	NA	NA	0.177	0.308	1.195	1.181	0.175	1.506	0.464	0.157333333	0.065166667
25/10/2018	F10	MS-55	F10_M3_RW2	M	High	Rich	6.582	6.374	4.725	4.583	1.615	2.996	0.819	1.221	3.113	NA	NA	NA	NA	0.172	0.308	1.192	1.18	0.177	1.476	0.453	0.162833333	0.064666667
26/10/2018	F10	MS-56	F10_M4_RW1	M	High	Rich	6.741	6.494	4.734	4.543	1.541	2.867	0.825	1.282	3.099	NA	NA	NA	NA	0.205	0.322	1.173	1.158	0.178	1.8	0.321	0.1605	0.066166667
26/10/2018	F10	MS-56	F10_M4_RW2	M	High	Rich	6.734	6.484	4.738	4.528	1.536	2.873	0.83	1.287	3.113	NA	NA	NA	NA	0.207	0.314	1.184	1.141	0.18	1.8	0.313	0.154666667	0.059333333
26/10/2018	F10	MS-57	F10_M5_RW1	M	High	Rich	6.524	6.379	4.369	NA	1.359	2.924	0.803	1.345	3.211	NA	NA	NA	NA	0.163	0.286	1.17	1.158	0.152	1.676	0.463	0.166	0.074166667
26/10/2018	F10	MS-57	F10_M5_RW2	M	High	Rich	6.578	6.365	4.372	NA	1.364	2.919	0.813	1.359	3.238	NA	NA	NA	NA	0.169	0.296	1.183	1.176	0.153	1.623	0.49	0.167833333	0.072
07/11/2018	F10	MS-76	F10_M6_RW1	M	Low	Poor	3.481	3.692	3.02	3.212	1.079	1.693	0.56	1.001	1.978	NA	NA	NA	NA	0.165	0.305	1.111	1.125	0.172	1.672	0.111	0.136	0.035833333
07/11/2018	F10	MS-76	F10_M6_RW2	M	Low	Poor	3.488	3.682	3.026	3.215	1.061	1.694	0.56	1.005	1.978	NA	NA	NA	NA	0.172	0.307	1.111	1.128	0.179	1.674	0.106	0.138166667	0.034833333
07/09/2018	F11	FS-10	F11_F1_RW1	F	High	Rich	4.58	4.178	2.801	NA	1.476	1.775	0.556	1.123	2.439	1.658	0.109	0.097	0.104	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/09/2018	F11	FS-10	F11_F1_RW2	F	High	Rich	4.56	4.175	2.772	NA	1.476	1.769	0.556	1.13	2.466	1.673	0.105	0.099	0.104	NA	NA	NA	NA	NA	NA	NA	NA	NA
04/11/2018	F11	FS-58	F11_F2_RW1	F	High	Rich	4.713	4.24	2.882	3.857	1.55	1.848	0.524	0.948	2.621	1.731	0.059	0.062	0.056	NA	NA	NA	NA	NA	NA	NA	NA	NA
04/11/2018	F11	FS-58	F11_F2_RW2	F	High	Rich	4.706	4.299	2.888	3.857	1.513	1.856	0.529	0.916	2.618	1.747	0.061	0.062	0.056	NA	NA	NA	NA	NA	NA	NA	NA	NA
04/11/2018	F11	FS-59	F11_F3_RW1	F	High	Rich	4.861	4.367	3.005	3.702	1.631	1.911	0.575	1.211	2.617	1.963	0.071	0.074	0.084	NA	NA	NA	NA	NA	NA	NA	NA	NA
04/11/2018	F11	FS-59	F11_F3_RW2	F	High	Rich	4.876	4.379	3.007	3.722	1.612	1.901	0.568	1.211	2.615	1.974	0.071	0.075	0.085	NA	NA	NA	NA	NA	NA	NA	NA	NA
08/11/2018	F11	FS-71	F11_F4_RW1	F	Low	Poor	3.867	3.358	2.23	3.406	1.111	1.622	0.48	1.041	2.073	1.723	0.076	0.076	0.061	NA	NA	NA	NA	NA	NA	NA	NA	NA
08/11/2018	F11	FS-71	F11_F4_RW2	F	Low	Poor	3.875	3.373	2.23	3.4	1.116	1.617	0.483	1.056	2.074	1.73	0.076	0.075	0.062	NA	NA	NA	NA	NA	NA	NA	NA	NA
08/11/2018	F11	FS-72	F11_F5_RW1	F	Low	Poor	4.079	3.413	2.378	3.472	1.219	1.628	0.514	1.012	2.204	2.063	0.072	0.076	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA
08/11/2018	F11	FS-72	F11_F5_RW2	F	Low	Poor	4.044	3.349	2.382	3.446	1.214	1.63	0.516	1.023	2.205	2.077	0.072	0.076	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/09/2018	F11	MS-22	F11_M1_RW1	M	High	Rich	6.197	6.059	4.35	NA	1.467	2.859	0.772	1.177	3.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.064666667
06/09/2018	F11	MS-22	F11_M1_RW2	M	High	Rich	6.214	6.023	4.317	NA	1.474	2.881	0.775	1.169	3.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.063166667
07/09/2018	F11	MS-23	F11_M2_RW1	M	High	Rich	5.843	5.755	4.327	4.123	1.556	2.689	0.7132	1.225	2.796	NA	NA	NA	NA	0.168	0.337	1.131	1.135	0.155	NA	0.828	0.157666667	0.057
07/09/2018	F11	MS-23	F11_M2_RW2	M	High	Rich	5.853	5.769	4.298	4.112	1.569	2.706	0.724	1.231	2.808	NA	NA	NA	NA	0.171	0.33	1.128	1.136	0.161	NA	0.817	0.159833333	0.061666667
09/10/2018	F11	MS-24	F11_M3_RW1	M	High	Rich	5.786	5.6	4.134	4.003	1.314	2.604	0.709	1.21	2.919	NA	NA	NA	NA	0.185	0.308	1.136	1.281	0.18	1.478	0.389	0.145333333	0.050333333
09/10/2018	F11	MS-24	F11_M3_RW2	M	High	Rich	5.784	5.586	4.085	3.959	1.278	2.578	0.703	1.207	2.893	NA	NA	NA	NA	0.185	0.303	1.14	1.285	0.178	1.451	0.379	0.138833333	0.0515
07/11/2018	F11	MS-77	F11_M4_RW1	M	Low	Poor	3.607	4.231	3.083	3.599	1.226	1.954	0.609	1.076	2.373	NA	NA	NA	NA	0.156	0.28	1.079	1.13	0.16	1.978	0.299	0.167833333	0.041
07/11/2018	F11	MS-77	F11_M4_RW2	M	Low	Poor	3.613	4.233	3.032	3.622	1.228	1.969	0.614	1.077	2.363	NA	NA	NA	NA	0.153	0.289	1.079	1.141	0.165	1.993	0.286	0.166166667	0.045333333
08/11/2018	F11	MS-78	F11_M5_RW1	M	Low	Poor	3.902	3.892	3.05	3.433	1.123	1.865	0.6	1.021	2.242	NA	NA	NA	NA	0.173	0.282	1.093	1.094	0.155	2.067	0.229	0.152	0.041666667
08/11/2018	F11	MS-78	F11_M5_RW2	M	Low	Poor	3.895	3.909	3.044	3.424	1.133	1.853	0.608	1.023	2.231	NA	NA	NA	NA	0.169	0.286	1.085	1.117	0.159	2.081	0.21	0.156333333	0.038
01/11/2018	F12	FS-50	F12_F1_RW1	F	Low	Poor	3.173	2.727	1.917	2.791	0.98	1.369	0.408	0.924	1.756	1.906	0.072	0.089	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA
01/11/2018	F12	FS-50	F12_F1_RW2	F	Low	Poor	3.181	2.713	1.937	2.799	1	1.363	0.413	0.92	1.769	1.92	0.072	0.089	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA
01/11/2018	F12	FS-51	F12_F2_RW1	F	Low	Poor	3.671	3.129	2.232	3.101	1.007	1.43	0.481	0.998	2.101	1.7925	0.067	0.069	0.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
01/11/2018	F12	FS-51	F12_F2_RW2	F	Low	Poor	3.663	3.129	2.208	3.095	1.007	1.447	0.476	1.001	2.112	1.813	0.068	0.068	0.073	NA	NA	NA	NA	NA	NA	NA	NA	NA
01/11/2018	F12	MS-63	F12_M1_RW1	M	Low	Poor	3.186	3.285	2.676	2.939	0.962	1.502	0.506	NA	1.871	NA	NA	NA	NA	0.166	0.299	1.042	1.11	0.17	NA	0.232	0.1655	0.028833333
01/11/2018	F12	MS-63	F12_M1_RW2	M	Low	Poor	3.239	3.298	2.645	2.928	0.943	1.498	0.513	NA	1.877	NA	NA	NA	NA	0.166	0.301	1.046	1.12	0.172	NA	0.254	0.154	0.0305
16/10/2018	F14	FS-21	F14_F1_RW1	F	Low	Poor	3.728	3.175	2.263	3.083	1.185	1.469	0.469	0.995	1.974	1.681	0.057	0.05	0.041	NA	NA	NA	NA	NA	NA	NA	NA	NA
16/10/2018	F14	FS-21	F14_F1_RW2	F	Low	Poor	3.75	3.135	2.31	3.084	1.191	1.466	0.477	0.993	1.976	1.688	0.052	0.047	0.044	NA	NA	NA	NA	NA	NA	NA	NA	NA
17/10/2018	F14	FS-22	F14_F2_RW1	F	Low	Poor	3.978	3.239	2.377	3.177	1.074	1.495	0.411	0.898	2.092	1.625	0.048	0.057	0.042	NA	NA	NA	NA	NA	NA	NA	NA	NA
17/10/2018	F14	FS-22	F14_F2_RW2	F	Low	Poor	3.956	3.29	2.36	3.182	1.071	1.494	0.411	0.899	2.08	1.621	0.046	0.055	0.042	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/11/2018	F14	FS-93	F14_F3_RW1	F	High	Rich	4.742	4.135	2.892	NA	1.4	1.799	0.548	1.066	2.629	1.939	0.079	0.075	0.077	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/11/2018	F14	FS-93	F14_F3_RW2	F	High	Rich	4.739	4.096	2.902	NA	1.388	1.781	0.543	1.077	2.637	1.954	0.081	0.072	0.076	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/11/2018	F14	FS-94	F14_F4_RW1	F	High	Rich	4.997	4.324	2.972	4.089	1.577	1.885	0.583	1.116	2.537	2.252	0.082	0.085	0.051	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/11/2018	F14	FS-94	F14_F4_RW2	F	High	Rich	4.952	4.302	2.982	4.089	1.582	1.885	0.579	1.097	2.536	2.299	0.08	0.086	0.053	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/09/2018	F14	MS-19	F14_M1_RW1	M	Low	Poor	3.678	3.816	2.903	3.245	1.209	1.691	0.608	0.988	2.01	NA	NA	NA	NA	NA	NA	1.093	1.149	0.171	1.728	0.319	0.166	0.029166667
05/09/2018	F14	MS-19	F14_M1_RW2	M	Low	Poor	3.679	3.812	2.883	3.246	1.207	1.678	0.605	1.004	2.03	NA	NA	NA	NA	NA	NA	1.087	1.162	0.162	1.699	0.313	0.166833333	0.025666667
06/09/2018	F14	MS-20	F14_M2_RW1	M	Low	Poor	3.529	3.576	2.881	3.143	1.45	1.979	0.567	0.998	2.022	NA	NA	NA	NA	0.164	0.254	1.035	1.047	0.175	1.78	0.305	0.1625	0.036833333
06/09/2018	F14	MS-20	F14_M2_RW2	M	Low	Poor	3.525	3.625	2.863	3.169	1.431	1.956	0.565	0.985	2.041	NA	NA	NA	NA	0.166	0.255	1.04	1.06	0.174	1.799	0.298	0.170833333	0.035166667
06/09/2018	F14	MS-21	F14_M3_RW1	M	Low	Poor	3.387	3.459	2.75	3.234	1.145	1.562	0.541	0.977	1.959	NA	NA	NA	NA	0.182	0.279	1.064	1.105	0.081	NA	0.284	0.146666667	0.028666667
06/09/2018	F14	MS-21	F14_M3_RW2	M	Low	Poor	3.381	3.444	2.743	3.215	1.165	1.555	0.534	0.98	1.975	NA	NA	NA	NA	0.178	0.283	1.075	1.109	0.083	NA	0.288	0.129	0.027833333
17/10/2018	F14	MS-32	F14_M4_RW1	M	Low	Poor	3.773	3.88	NA	3.149	1.475	1.688	0.61	0.907	2.159	NA	NA	NA	NA	0.176	0.27	1.073	1.115	0.156	1.536	0.228	0.159333333	0.033333333
17/10/2018	F14	MS-32	F14_M4_RW2	M	Low	Poor	3.782	3.85	NA	3.15	1.475	1.678	0.602	0.907	2.119	NA	NA	NA	NA	0.185	0.289	1.073	1.116	0.163	1.535	0.216	0.162166667	0.043666667
11/10/2018	F15	FS-15	F15_F1_RW1	F	Low	Poor	3.315	2.795	2.033	2.773	0.963	1.274	0.428	0.849	1.696	1.673	0.081	0.066	0.049	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/10/2018	F15	FS-15	F15_F1_RW2	F	Low	Poor	3.322	2.767	2.039	2.784	0.968	1.275	0.427	0.85	1.673	1.68	0.079	0.068	0.048	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/10/2018	F15	FS-18	F15_F2_RW1	F	Low	Poor	3.134	2.661	NA	2.693	1.063	1.312	0.46	0.834	1.636	1.73	0.059	0.086	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/10/2018	F15	FS-18	F15_F2_RW2	F	Low	Poor	3.137	2.658	NA	2.685	1.072	1.311	0.45	0.828	1.639	1.727	0.058	0.085	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/10/2018	F15	FS-19	F15_F3_RW1	F	Low	Poor	3.059	3.061	2.427	2.896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/10/2018	F15	FS-19	F15_F3_RW2	F	Low	Poor	3.044	3.048	2.427	2.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16/10/2018	F15	FS-20	F15_F4_RW1	F	Low	Poor	2.95	2.693	2.121	2.638	0.918	1.418	0.431	0.795	1.838	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16/10/2018	F15	FS-20	F15_F4_RW2	F	Low	Poor	2.93	2.696	2.153	2.637	0.918	1.424	0.425	0.807	1.822	1.849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/11/2018	F15	FS-61	F15_F5_RW1	F	High	Rich	NA	NA	NA	NA	1.542	1.816	0.548	1.134	2.563	2.085	0.074	0.074	0.069	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/11/2018	F15	FS-61	F15_F5_RW2	F	High	Rich	NA	NA	NA	NA	1.537	1.813	0.538	1.127	2.591	2.086	0.073	0.074	0.069	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/11/2018	F15	FS-62	F15_F6_RW1	F	High	Rich	4.617	3.879	2.612	NA	1.434	1.902	0.572	1.087	2.621	2.13	0.072	0.074	0.061	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/11/2018	F15	FS-62	F15_F6_RW2	F	High	Rich	4.572	3.895	2.618	NA	1.436	1.898	0.576	1.09	2.627	2.118	0.075	0.073	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F15	FS-63	F15_F7_RW1	F	High	Rich	4.705	4.046	2.634	NA	1.324	1.852	0.559	1.137	2.533	2.1489	0.063	0.064	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F15	FS-63	F15_F7_RW2	F	High	Rich	4.704	4.073	2.671	NA	1.303	1.865	0.567	1.133	2.53	2.204	0.06	0.064	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/10/2018	F15	MS-27	F15_M1_RW1	M	Low	Poor	NA	NA	NA	2.72	1.111	1.436	0.472	0.858	1.849	NA	NA	NA	NA	0.133	0.259	1.008	1.102	0.128	1.807	0.152	0.1355	NA
11/10/2018	F15	MS-27	F15_M1_RW2	M	Low	Poor	NA	NA	NA	2.719	1.111	1.434	0.461	0.853	1.833	NA	NA	NA	NA	0.143	0.244	1.002	1.106	0.128	1.762	0.148	0.133833333	NA
12/10/2018	F15	MS-28	F15_M2_RW1	M	Low	Poor	3.079	3.123	2.504	2.786	0.927	1.413	0.48	0.791	1.733	NA	NA	NA	NA	0.188	0.265	0.993	1.131	0.147	1.121	0.157	0.164833333	NA
12/10/2018	F15	MS-28	F15_M2_RW2	M	Low	Poor	3.092	3.132	2.517	2.796	0.912	1.402	0.48	0.802	1.738	NA	NA	NA	NA	0.185	0.263	0.99	1.128	0.145	1.071	0.146	0.163833333	NA
12/10/2018	F15	MS-29	F15_M3_RW1	M	Low	Poor	2.993	3.002	2.543	2.817	1.018	1.396	0.473	0.916	1.775	NA	NA	NA	NA	0.189	0.263	0.982	0.991	NA	NA	0.126	0.120666667	NA
12/10/2018	F15	MS-29	F15_M3_RW2	M	Low	Poor	3.01	3.015	2.531	2.808	1.027	1.393	0.474	0.904	1.785	NA	NA	NA	NA	0.187	0.264	0.989	0.993	NA	NA	0.127	0.119	NA
17/10/2018	F15	MS-31	F15_M4_RW1	M	Low	Poor	2.809	2.933	2.425	NA	1.044	1.302	0.463	0.837	1.681	NA	NA	NA	NA	0.177	0.265	1.005	1.118	0.148	1.366	0.074	0.138	0.031
17/10/2018	F15	MS-31	F15_M4_RW2	M	Low	Poor	2.841	2.917	2.423	NA	1.052	1.29	0.466	0.845	1.667	NA	NA	NA	NA	0.179	0.262	0.995	1.097	0.145	1.346	0.083	0.14	0.033833333
22/10/2018	F15	MS-41	F15_M5_RW1	M	High	Rich	5.478	5.34	4.075	4.122	1.407	2.622	0.744	1.094	2.805	NA	NA	NA	NA	0.206	0.295	1.113	1.198	0.167	2.058	0.427	0.143833333	0.055333333
22/10/2018	F15	MS-41	F15_M5_RW2	M	High	Rich	5.495	5.358	4.055	4.124	1.402	2.632	0.753	1.09	2.814	NA	NA	NA	NA	0.2	0.29	1.112	1.2	0.157	2.055	0.426	0.15	0.057666667
22/10/2018	F15	MS-42	F15_M6_RW1	M	High	Rich	5.696	5.443	4.057	NA	1.529	2.593	0.736	1.156	2.877	NA	NA	NA	NA	0.203	0.295	1.122	1.156	0.18	2.078	0.436	0.152666667	0.045333333
22/10/2018	F15	MS-42	F15_M6_RW2	M	High	Rich	5.695	5.448	4.056	NA	1.535	2.63	0.752	1.141	2.874	NA	NA	NA	NA	0.198	0.29	1.123	1.155	0.178	2.044	0.445	0.157666667	0.044666667
13/11/2018	F15	MS-93	F15_M7_RW1	M	High	Rich	5.749	5.477	4.027	4.129	1.486	2.668	0.711	1.037	2.822	NA	NA	NA	NA	0.2	0.343	1.127	1.152	0.164	2.049	0.782	0.1655	0.0685
13/11/2018	F15	MS-93	F15_M7_RW2	M	High	Rich	5.727	5.557	4.016	4.143	1.501	2.663	0.702	1.029	2.83	NA	NA	NA	NA	0.203	0.337	1.133	1.158	0.166	2.047	0.794	0.167333333	0.071
09/10/2018	F16	FS-11	F16_F1_RW1	F	Low	Poor	4.044	3.37	2.377	3.255	1.207	1.497	0.55	1.042	2.145	1.357	0.098	0.107	0.077	NA	NA	NA	NA	NA	NA	NA	NA	NA
